Wed Jun 09 19:25:10 2010

Number of Points = 6000
Depth (nm)	Load (µN)	Time (s)
4363.220142	179.667017	51.083333
4363.058305	179.692731	51.100000
4363.058305	179.692731	51.116667
4363.057930	180.067497	51.133333
4363.381978	179.641303	51.150000
4363.058305	179.692731	51.166667
4363.220142	179.667017	51.183333
4363.058305	179.692731	51.200000
4363.057930	180.067497	51.216667
4363.219767	180.041785	51.233333
4363.058305	179.692731	51.250000
4363.219767	180.041785	51.266667
4363.058305	179.692731	51.283333
4363.058305	179.692731	51.300000
4363.058305	179.692731	51.316667
4363.058305	179.692731	51.333333
4363.220142	179.667017	51.350000
4363.058305	179.692731	51.366667
4363.057930	180.067497	51.383333
4363.220142	179.667017	51.400000
4363.058305	179.692731	51.416667
4363.219767	180.041785	51.433333
4363.220142	179.667017	51.450000
4363.058305	179.692731	51.466667
4363.220142	179.667017	51.483333
4363.058305	179.692731	51.500000
4363.058305	179.692731	51.516667
4363.057930	180.067497	51.533333
4363.219767	180.041785	51.550000
4363.058305	179.692731	51.566667
4363.220142	179.667017	51.583333
4363.057930	180.067497	51.600000
4363.058305	179.692731	51.616667
4363.058305	179.692731	51.633333
4363.058305	179.692731	51.650000
4363.058305	179.692731	51.666667
4363.381978	179.641303	51.683333
4363.058679	179.318033	51.700000
4363.058305	179.692731	51.716667
4363.220142	179.667017	51.733333
4363.058305	179.692731	51.750000
4363.220142	179.667017	51.766667
4363.220142	179.667017	51.783333
4362.896843	179.343749	51.800000
4363.058305	179.692731	51.816667
4363.220142	179.667017	51.833333
4363.220516	179.292318	51.850000
4363.058679	179.318033	51.866667
4363.220142	179.667017	51.883333
4363.058679	179.318033	51.900000
4363.220142	179.667017	51.916667
4363.058305	179.692731	51.933333
4363.058679	179.318033	51.950000
4363.058305	179.692731	51.966667
4363.220142	179.667017	51.983333
4362.896468	179.718445	52.000000
4363.381978	179.641303	52.016667
4362.896468	179.718445	52.033333
4363.381978	179.641303	52.050000
4362.896468	179.718445	52.066667
4363.220142	179.667017	52.083333
4362.896468	179.718445	52.100000
4363.381978	179.641303	52.116667
4363.058679	179.318033	52.133333
4363.220142	179.667017	52.150000
4363.220142	179.667017	52.166667
4362.896468	179.718445	52.183333
4363.058305	179.692731	52.200000
4363.220142	179.667017	52.216667
4363.220142	179.667017	52.233333
4363.058305	179.692731	52.250000
4363.220142	179.667017	52.266667
4363.058305	179.692731	52.283333
4363.220516	179.292318	52.300000
4362.896843	179.343749	52.316667
4363.219767	180.041785	52.333333
4363.058305	179.692731	52.350000
4363.220142	179.667017	52.366667
4363.220142	179.667017	52.383333
4363.220516	179.292318	52.400000
4363.058305	179.692731	52.416667
4363.220516	179.292318	52.433333
4363.058679	179.318033	52.450000
4363.220142	179.667017	52.466667
4362.896468	179.718445	52.483333
4363.220142	179.667017	52.500000
4363.220142	179.667017	52.516667
4363.058679	179.318033	52.533333
4363.058679	179.318033	52.550000
4363.220516	179.292318	52.566667
4363.058679	179.318033	52.583333
4362.896468	179.718445	52.600000
4363.220516	179.292318	52.616667
4363.058305	179.692731	52.633333
4363.382353	179.266602	52.650000
4363.058679	179.318033	52.666667
4363.058305	179.692731	52.683333
4363.058679	179.318033	52.700000
4363.220516	179.292318	52.716667
4362.896468	179.718445	52.733333
4363.381978	179.641303	52.750000
4363.058679	179.318033	52.766667
4363.058679	179.318033	52.783333
4363.058679	179.318033	52.800000
4363.220516	179.292318	52.816667
4362.896468	179.718445	52.833333
4363.220142	179.667017	52.850000
4363.058679	179.318033	52.866667
4363.220516	179.292318	52.883333
4363.058679	179.318033	52.900000
4363.058679	179.318033	52.916667
4363.220516	179.292318	52.933333
4363.058679	179.318033	52.950000
4363.220516	179.292318	52.966667
4363.058305	179.692731	52.983333
4363.058679	179.318033	53.000000
4363.220516	179.292318	53.016667
4363.058679	179.318033	53.033333
4363.058679	179.318033	53.050000
4363.220142	179.667017	53.066667
4363.058679	179.318033	53.083333
4363.058305	179.692731	53.100000
4363.220516	179.292318	53.116667
4363.220516	179.292318	53.133333
4363.058679	179.318033	53.150000
4363.220516	179.292318	53.166667
4363.058679	179.318033	53.183333
4363.058679	179.318033	53.200000
4363.220516	179.292318	53.216667
4363.058679	179.318033	53.233333
4363.382353	179.266602	53.250000
4362.897217	178.969120	53.266667
4363.058679	179.318033	53.283333
4363.058679	179.318033	53.300000
4363.220516	179.292318	53.316667
4363.220142	179.667017	53.333333
4363.220142	179.667017	53.350000
4363.220516	179.292318	53.366667
4363.220516	179.292318	53.383333
4363.058679	179.318033	53.400000
4362.896843	179.343749	53.416667
4363.382353	179.266602	53.433333
4363.220516	179.292318	53.450000
4363.059054	178.943403	53.466667
4363.220142	179.667017	53.483333
4363.058679	179.318033	53.500000
4363.058679	179.318033	53.516667
4363.220516	179.292318	53.533333
4363.058679	179.318033	53.550000
4363.058679	179.318033	53.566667
4363.220516	179.292318	53.583333
4363.058305	179.692731	53.600000
4363.220516	179.292318	53.616667
4363.058679	179.318033	53.633333
4363.058679	179.318033	53.650000
4363.220516	179.292318	53.666667
4363.058679	179.318033	53.683333
4363.058679	179.318033	53.700000
4363.059054	178.943403	53.716667
4363.058679	179.318033	53.733333
4363.220516	179.292318	53.750000
4363.220516	179.292318	53.766667
4363.058679	179.318033	53.783333
4363.058679	179.318033	53.800000
4362.896468	179.718445	53.816667
4363.543815	179.615590	53.833333
4363.059054	178.943403	53.850000
4363.058679	179.318033	53.866667
4363.220516	179.292318	53.883333
4363.058679	179.318033	53.900000
4363.058679	179.318033	53.916667
4363.220516	179.292318	53.933333
4363.059054	178.943403	53.950000
4362.897217	178.969120	53.966667
4363.220516	179.292318	53.983333
4363.220516	179.292318	54.000000
4362.896843	179.343749	54.016667
4363.382353	179.266602	54.033333
4362.896843	179.343749	54.050000
4363.058679	179.318033	54.066667
4363.058679	179.318033	54.083333
4363.059054	178.943403	54.100000
4363.220516	179.292318	54.116667
4363.059054	178.943403	54.133333
4363.220891	178.917686	54.150000
4363.058679	179.318033	54.166667
4362.896843	179.343749	54.183333
4363.544565	178.866253	54.200000
4362.897217	178.969120	54.216667
4363.058305	179.692731	54.233333
4363.544190	179.240887	54.250000
4362.735380	178.994837	54.266667
4363.220516	179.292318	54.283333
4363.058679	179.318033	54.300000
4363.059054	178.943403	54.316667
4363.058679	179.318033	54.333333
4363.220516	179.292318	54.350000
4363.220516	179.292318	54.366667
4363.058679	179.318033	54.383333
4363.220516	179.292318	54.400000
4363.058679	179.318033	54.416667
4363.058679	179.318033	54.433333
4363.220516	179.292318	54.450000
4363.058679	179.318033	54.466667
4363.058679	179.318033	54.483333
4363.220516	179.292318	54.500000
4363.059054	178.943403	54.516667
4363.382728	178.891970	54.533333
4363.058679	179.318033	54.550000
4363.220516	179.292318	54.566667
4363.058679	179.318033	54.583333
4363.059054	178.943403	54.600000
4362.896843	179.343749	54.616667
4363.382353	179.266602	54.633333
4362.897217	178.969120	54.650000
4363.382353	179.266602	54.666667
4363.059054	178.943403	54.683333
4363.220891	178.917686	54.700000
4363.058679	179.318033	54.716667
4362.897217	178.969120	54.733333
4363.058679	179.318033	54.750000
4363.220516	179.292318	54.766667
4363.059054	178.943403	54.783333
4363.220891	178.917686	54.800000
4363.058679	179.318033	54.816667
4363.220516	179.292318	54.833333
4363.220891	178.917686	54.850000
4363.059054	178.943403	54.866667
4363.059054	178.943403	54.883333
4362.897217	178.969120	54.900000
4363.220516	179.292318	54.916667
4363.059054	178.943403	54.933333
4363.220891	178.917686	54.950000
4363.059054	178.943403	54.966667
4363.059054	178.943403	54.983333
4363.220891	178.917686	55.000000
4363.059054	178.943403	55.016667
4363.058679	179.318033	55.033333
4363.220516	179.292318	55.050000
4363.220891	178.917686	55.066667
4363.220516	179.292318	55.083333
4363.059054	178.943403	55.100000
4363.059429	178.568842	55.116667
4363.059054	178.943403	55.133333
4363.220516	179.292318	55.150000
4363.059054	178.943403	55.166667
4363.059054	178.943403	55.183333
4363.058679	179.318033	55.200000
4363.220891	178.917686	55.216667
4363.059054	178.943403	55.233333
4363.220891	178.917686	55.250000
4363.220891	178.917686	55.266667
4363.059054	178.943403	55.283333
4363.059054	178.943403	55.300000
4363.059054	178.943403	55.316667
4363.059054	178.943403	55.333333
4363.058679	179.318033	55.350000
4363.059054	178.943403	55.366667
4363.220891	178.917686	55.383333
4363.059054	178.943403	55.400000
4362.897592	178.594560	55.416667
4363.059054	178.943403	55.433333
4363.220516	179.292318	55.450000
4363.220516	179.292318	55.466667
4363.220891	178.917686	55.483333
4363.059429	178.568842	55.500000
4363.059054	178.943403	55.516667
4363.059054	178.943403	55.533333
4363.382353	179.266602	55.550000
4362.897217	178.969120	55.566667
4363.382728	178.891970	55.583333
4363.059429	178.568842	55.600000
4363.059054	178.943403	55.616667
4363.220891	178.917686	55.633333
4363.059429	178.568842	55.650000
4363.059054	178.943403	55.666667
4363.059054	178.943403	55.683333
4363.220891	178.917686	55.700000
4363.059054	178.943403	55.716667
4363.059429	178.568842	55.733333
4363.220516	179.292318	55.750000
4363.221266	178.543123	55.766667
4363.059054	178.943403	55.783333
4363.059054	178.943403	55.800000
4362.897217	178.969120	55.816667
4363.059054	178.943403	55.833333
4363.220516	179.292318	55.850000
4363.220891	178.917686	55.866667
4363.059054	178.943403	55.883333
4363.059429	178.568842	55.900000
4363.059429	178.568842	55.916667
4363.059054	178.943403	55.933333
4363.220891	178.917686	55.950000
4363.220891	178.917686	55.966667
4363.221266	178.543123	55.983333
4363.059054	178.943403	56.000000
4363.059054	178.943403	56.016667
4363.220891	178.917686	56.033333
4363.221266	178.543123	56.050000
4363.221266	178.543123	56.066667
4362.897217	178.969120	56.083333
4363.220891	178.917686	56.100000
4363.059429	178.568842	56.116667
4363.059054	178.943403	56.133333
4363.059054	178.943403	56.150000
4363.220891	178.917686	56.166667
4363.059429	178.568842	56.183333
4363.059054	178.943403	56.200000
4363.059054	178.943403	56.216667
4363.383102	178.517405	56.233333
4363.059054	178.943403	56.250000
4363.221266	178.543123	56.266667
4362.897217	178.969120	56.283333
4363.220891	178.917686	56.300000
4363.059054	178.943403	56.316667
4363.059054	178.943403	56.333333
4363.220891	178.917686	56.350000
4363.221266	178.543123	56.366667
4362.897217	178.969120	56.383333
4363.221266	178.543123	56.400000
4362.897217	178.969120	56.416667
4363.220891	178.917686	56.433333
4363.059429	178.568842	56.450000
4363.059054	178.943403	56.466667
4363.221266	178.543123	56.483333
4363.059429	178.568842	56.500000
4363.221266	178.543123	56.516667
4363.059054	178.943403	56.533333
4363.220891	178.917686	56.550000
4363.059054	178.943403	56.566667
4363.221266	178.543123	56.583333
4362.897217	178.969120	56.600000
4363.220891	178.917686	56.616667
4363.059054	178.943403	56.633333
4363.383102	178.517405	56.650000
4362.897217	178.969120	56.666667
4363.220891	178.917686	56.683333
4362.897217	178.969120	56.700000
4363.383102	178.517405	56.716667
4363.059054	178.943403	56.733333
4363.221266	178.543123	56.750000
4363.220891	178.917686	56.766667
4363.059054	178.943403	56.783333
4363.059429	178.568842	56.800000
4363.220891	178.917686	56.816667
4363.221266	178.543123	56.833333
4363.059429	178.568842	56.850000
4363.220891	178.917686	56.866667
4362.897217	178.969120	56.883333
4363.220891	178.917686	56.900000
4363.059429	178.568842	56.916667
4363.220891	178.917686	56.933333
4363.059429	178.568842	56.950000
4363.059803	178.194348	56.966667
4363.059054	178.943403	56.983333
4363.221266	178.543123	57.000000
4363.059429	178.568842	57.016667
4363.382728	178.891970	57.033333
4362.897592	178.594560	57.050000
4363.220891	178.917686	57.066667
4363.220891	178.917686	57.083333
4363.383102	178.517405	57.100000
4362.897966	178.220068	57.116667
4363.059054	178.943403	57.133333
4363.221266	178.543123	57.150000
4363.059054	178.943403	57.166667
4363.221266	178.543123	57.183333
4363.059429	178.568842	57.200000
4362.897217	178.969120	57.216667
4363.221266	178.543123	57.233333
4363.221266	178.543123	57.250000
4363.059429	178.568842	57.266667
4362.897217	178.969120	57.283333
4362.897217	178.969120	57.300000
4363.382728	178.891970	57.316667
4362.897217	178.969120	57.333333
4363.382728	178.891970	57.350000
4363.221266	178.543123	57.366667
4363.059429	178.568842	57.383333
4363.221266	178.543123	57.400000
4363.059429	178.568842	57.416667
4362.897592	178.594560	57.433333
4363.059429	178.568842	57.450000
4363.383102	178.517405	57.466667
4362.897592	178.594560	57.483333
4363.059054	178.943403	57.500000
4363.059429	178.568842	57.516667
4363.221266	178.543123	57.533333
4363.059803	178.194348	57.550000
4363.221266	178.543123	57.566667
4362.897592	178.594560	57.583333
4363.059054	178.943403	57.600000
4363.059429	178.568842	57.616667
4363.220891	178.917686	57.633333
4363.221640	178.168628	57.650000
4363.059429	178.568842	57.666667
4363.221266	178.543123	57.683333
4363.059803	178.194348	57.700000
4363.059429	178.568842	57.716667
4363.059429	178.568842	57.733333
4363.059054	178.943403	57.750000
4363.221266	178.543123	57.766667
4363.221266	178.543123	57.783333
4362.897966	178.220068	57.800000
4363.221266	178.543123	57.816667
4363.221640	178.168628	57.833333
4363.059429	178.568842	57.850000
4363.221266	178.543123	57.866667
4363.059054	178.943403	57.883333
4363.221266	178.543123	57.900000
4363.059429	178.568842	57.916667
4363.221266	178.543123	57.933333
4363.221640	178.168628	57.950000
4363.059429	178.568842	57.966667
4363.059429	178.568842	57.983333
4363.221266	178.543123	58.000000
4363.059429	178.568842	58.016667
4363.059429	178.568842	58.033333
4363.220891	178.917686	58.050000
4363.221266	178.543123	58.066667
4363.059429	178.568842	58.083333
4363.059429	178.568842	58.100000
4363.221266	178.543123	58.116667
4363.059429	178.568842	58.133333
4363.059429	178.568842	58.150000
4363.383102	178.517405	58.166667
4363.059429	178.568842	58.183333
4363.059429	178.568842	58.200000
4363.221640	178.168628	58.216667
4362.897966	178.220068	58.233333
4363.221266	178.543123	58.250000
4363.221266	178.543123	58.266667
4363.221640	178.168628	58.283333
4362.897592	178.594560	58.300000
4363.221266	178.543123	58.316667
4363.221266	178.543123	58.333333
4363.059803	178.194348	58.350000
4363.059429	178.568842	58.366667
4363.221640	178.168628	58.383333
4363.059429	178.568842	58.400000
4363.059429	178.568842	58.416667
4363.383477	178.142908	58.433333
4363.059803	178.194348	58.450000
4363.221640	178.168628	58.466667
4363.059429	178.568842	58.483333
4363.221266	178.543123	58.500000
4363.059803	178.194348	58.516667
4363.059429	178.568842	58.533333
4363.221266	178.543123	58.550000
4363.383477	178.142908	58.566667
4363.059429	178.568842	58.583333
4363.059803	178.194348	58.600000
4362.897217	178.969120	58.616667
4363.220891	178.917686	58.633333
4363.221266	178.543123	58.650000
4363.221266	178.543123	58.666667
4363.059429	178.568842	58.683333
4363.221266	178.543123	58.700000
4362.897592	178.594560	58.716667
4363.221266	178.543123	58.733333
4363.059803	178.194348	58.750000
4363.221266	178.543123	58.766667
4363.059429	178.568842	58.783333
4363.221266	178.543123	58.800000
4363.059429	178.568842	58.816667
4363.059803	178.194348	58.833333
4363.383477	178.142908	58.850000
4363.059803	178.194348	58.866667
4363.059803	178.194348	58.883333
4363.059429	178.568842	58.900000
4363.221266	178.543123	58.916667
4362.897592	178.594560	58.933333
4363.383477	178.142908	58.950000
4363.221640	178.168628	58.966667
4363.059803	178.194348	58.983333
4363.059429	178.568842	59.000000
4363.221266	178.543123	59.016667
4363.059803	178.194348	59.033333
4363.059429	178.568842	59.050000
4363.221640	178.168628	59.066667
4363.059429	178.568842	59.083333
4363.059803	178.194348	59.100000
4363.059803	178.194348	59.116667
4363.383477	178.142908	59.133333
4363.059803	178.194348	59.150000
4363.221266	178.543123	59.166667
4363.059803	178.194348	59.183333
4363.059803	178.194348	59.200000
4363.059429	178.568842	59.216667
4363.383477	178.142908	59.233333
4363.059803	178.194348	59.250000
4363.059429	178.568842	59.266667
4363.221266	178.543123	59.283333
4363.059803	178.194348	59.300000
4363.059803	178.194348	59.316667
4363.221266	178.543123	59.333333
4363.059803	178.194348	59.350000
4363.221266	178.543123	59.366667
4363.221640	178.168628	59.383333
4363.221640	178.168628	59.400000
4362.897966	178.220068	59.416667
4363.221640	178.168628	59.433333
4363.221640	178.168628	59.450000
4363.059803	178.194348	59.466667
4363.221640	178.168628	59.483333
4363.059803	178.194348	59.500000
4363.059429	178.568842	59.516667
4363.059803	178.194348	59.533333
4363.383477	178.142908	59.550000
4363.059803	178.194348	59.566667
4363.059429	178.568842	59.583333
4363.221640	178.168628	59.600000
4363.221640	178.168628	59.616667
4362.897966	178.220068	59.633333
4363.221266	178.543123	59.650000
4363.383477	178.142908	59.666667
4363.059803	178.194348	59.683333
4362.897966	178.220068	59.700000
4363.221640	178.168628	59.716667
4363.221640	178.168628	59.733333
4363.060178	177.819923	59.750000
4363.221640	178.168628	59.766667
4363.059803	178.194348	59.783333
4363.059803	178.194348	59.800000
4363.059803	178.194348	59.816667
4363.059803	178.194348	59.833333
4363.059803	178.194348	59.850000
4363.221640	178.168628	59.866667
4363.221640	178.168628	59.883333
4362.897966	178.220068	59.900000
4363.221640	178.168628	59.916667
4363.060178	177.819923	59.933333
4363.059803	178.194348	59.950000
4363.059803	178.194348	59.966667
4363.059803	178.194348	59.983333
4363.221266	178.543123	60.000000
4363.221640	178.168628	60.016667
4363.059803	178.194348	60.033333
4363.221640	178.168628	60.050000
4363.060178	177.819923	60.066667
4363.059803	178.194348	60.083333
4363.221640	178.168628	60.100000
4363.059803	178.194348	60.116667
4363.221640	178.168628	60.133333
4363.059803	178.194348	60.150000
4363.221640	178.168628	60.166667
4363.221640	178.168628	60.183333
4363.221640	178.168628	60.200000
4362.897966	178.220068	60.216667
4363.222014	177.794201	60.233333
4363.059803	178.194348	60.250000
4363.059803	178.194348	60.266667
4363.059803	178.194348	60.283333
4363.222014	177.794201	60.300000
4363.059803	178.194348	60.316667
4363.221640	178.168628	60.333333
4363.060178	177.819923	60.350000
4363.222014	177.794201	60.366667
4363.059803	178.194348	60.383333
4363.059803	178.194348	60.400000
4363.221640	178.168628	60.416667
4363.059803	178.194348	60.433333
4363.383477	178.142908	60.450000
4363.222014	177.794201	60.466667
4362.898341	177.845645	60.483333
4362.897966	178.220068	60.500000
4363.221640	178.168628	60.516667
4363.059803	178.194348	60.533333
4363.059803	178.194348	60.550000
4363.221640	178.168628	60.566667
4363.222014	177.794201	60.583333
4363.059803	178.194348	60.600000
4363.221640	178.168628	60.616667
4363.060178	177.819923	60.633333
4363.221640	178.168628	60.650000
4363.059803	178.194348	60.666667
4363.060178	177.819923	60.683333
4363.059803	178.194348	60.700000
4363.059803	178.194348	60.716667
4363.221640	178.168628	60.733333
4363.059803	178.194348	60.750000
4363.383477	178.142908	60.766667
4362.897966	178.220068	60.783333
4363.221640	178.168628	60.800000
4362.897966	178.220068	60.816667
4363.221640	178.168628	60.833333
4362.897592	178.594560	60.850000
4363.383477	178.142908	60.866667
4362.897966	178.220068	60.883333
4363.221640	178.168628	60.900000
4363.060178	177.819923	60.916667
4362.897966	178.220068	60.933333
4363.222014	177.794201	60.950000
4363.221640	178.168628	60.966667
4363.221640	178.168628	60.983333
4362.897966	178.220068	61.000000
4363.059803	178.194348	61.016667
4363.060178	177.819923	61.033333
4363.222014	177.794201	61.050000
4363.060178	177.819923	61.066667
4363.221640	178.168628	61.083333
4363.221640	178.168628	61.100000
4363.060178	177.819923	61.116667
4363.060178	177.819923	61.133333
4363.222014	177.794201	61.150000
4362.897966	178.220068	61.166667
4363.221640	178.168628	61.183333
4363.060178	177.819923	61.200000
4363.222014	177.794201	61.216667
4363.060178	177.819923	61.233333
4363.222014	177.794201	61.250000
4363.222014	177.794201	61.266667
4363.060178	177.819923	61.283333
4363.060178	177.819923	61.300000
4363.222014	177.794201	61.316667
4363.060178	177.819923	61.333333
4363.060178	177.819923	61.350000
4363.221640	178.168628	61.366667
4363.221640	178.168628	61.383333
4363.060178	177.819923	61.400000
4363.059803	178.194348	61.416667
4363.222014	177.794201	61.433333
4363.222014	177.794201	61.450000
4363.222014	177.794201	61.466667
4362.736504	177.871366	61.483333
4363.221640	178.168628	61.500000
4363.059803	178.194348	61.516667
4363.221640	178.168628	61.533333
4363.222014	177.794201	61.550000
4363.060178	177.819923	61.566667
4363.060178	177.819923	61.583333
4363.059803	178.194348	61.600000
4363.059803	178.194348	61.616667
4363.221640	178.168628	61.633333
4363.060178	177.819923	61.650000
4363.222014	177.794201	61.666667
4362.898341	177.845645	61.683333
4363.222014	177.794201	61.700000
4362.898341	177.845645	61.716667
4363.383851	177.768480	61.733333
4363.060178	177.819923	61.750000
4363.060178	177.819923	61.766667
4363.222014	177.794201	61.783333
4362.898715	177.471289	61.800000
4363.383477	178.142908	61.816667
4363.060178	177.819923	61.833333
4363.222014	177.794201	61.850000
4363.060178	177.819923	61.866667
4363.059803	178.194348	61.883333
4363.222014	177.794201	61.900000
4362.898341	177.845645	61.916667
4363.060178	177.819923	61.933333
4363.059803	178.194348	61.950000
4363.222014	177.794201	61.966667
4363.060178	177.819923	61.983333
4362.898341	177.845645	62.000000
4363.060178	177.819923	62.016667
4363.059803	178.194348	62.033333
4363.221640	178.168628	62.050000
4363.222014	177.794201	62.066667
4363.060178	177.819923	62.083333
4363.060178	177.819923	62.100000
4363.222014	177.794201	62.116667
4363.222014	177.794201	62.133333
4363.060552	177.445566	62.150000
4363.060178	177.819923	62.166667
4363.221640	178.168628	62.183333
4363.060178	177.819923	62.200000
4363.222014	177.794201	62.216667
4363.060552	177.445566	62.233333
4363.060178	177.819923	62.250000
4363.222014	177.794201	62.266667
4363.059803	178.194348	62.283333
4363.222014	177.794201	62.300000
4363.060178	177.819923	62.316667
4363.222014	177.794201	62.333333
4363.222014	177.794201	62.350000
4363.060178	177.819923	62.366667
4363.060178	177.819923	62.383333
4363.222014	177.794201	62.400000
4362.898341	177.845645	62.416667
4363.383851	177.768480	62.433333
4362.898341	177.845645	62.450000
4363.222014	177.794201	62.466667
4362.897966	178.220068	62.483333
4363.222014	177.794201	62.500000
4363.060178	177.819923	62.516667
4363.383851	177.768480	62.533333
4363.060552	177.445566	62.550000
4363.222389	177.419843	62.566667
4362.898341	177.845645	62.583333
4363.222014	177.794201	62.600000
4363.222014	177.794201	62.616667
4363.060178	177.819923	62.633333
4363.222014	177.794201	62.650000
4363.222014	177.794201	62.666667
4363.060178	177.819923	62.683333
4363.060178	177.819923	62.700000
4363.060178	177.819923	62.716667
4363.060178	177.819923	62.733333
4363.222389	177.419843	62.750000
4363.060178	177.819923	62.766667
4363.383851	177.768480	62.783333
4362.898341	177.845645	62.800000
4363.060178	177.819923	62.816667
4363.060178	177.819923	62.833333
4363.222389	177.419843	62.850000
4363.060178	177.819923	62.866667
4363.060178	177.819923	62.883333
4363.060178	177.819923	62.900000
4363.222014	177.794201	62.916667
4363.060552	177.445566	62.933333
4363.222389	177.419843	62.950000
4363.060552	177.445566	62.966667
4363.060552	177.445566	62.983333
4362.898341	177.845645	63.000000
4363.222014	177.794201	63.016667
4363.060178	177.819923	63.033333
4363.222389	177.419843	63.050000
4363.060178	177.819923	63.066667
4363.060178	177.819923	63.083333
4363.384226	177.394120	63.100000
4362.736504	177.871366	63.116667
4363.222014	177.794201	63.133333
4363.060178	177.819923	63.150000
4363.060178	177.819923	63.166667
4363.222014	177.794201	63.183333
4363.060552	177.445566	63.200000
4362.898341	177.845645	63.216667
4363.383851	177.768480	63.233333
4363.060926	177.071277	63.250000
4363.384226	177.394120	63.266667
4362.898341	177.845645	63.283333
4363.060178	177.819923	63.300000
4363.222389	177.419843	63.316667
4363.060178	177.819923	63.333333
4363.060178	177.819923	63.350000
4363.060552	177.445566	63.366667
4363.383851	177.768480	63.383333
4363.060178	177.819923	63.400000
4363.060552	177.445566	63.416667
4363.222389	177.419843	63.433333
4363.060552	177.445566	63.450000
4363.060178	177.819923	63.466667
4363.060178	177.819923	63.483333
4363.060178	177.819923	63.500000
4363.383851	177.768480	63.516667
4362.898341	177.845645	63.533333
4363.222014	177.794201	63.550000
4363.222389	177.419843	63.566667
4363.060552	177.445566	63.583333
4362.736504	177.871366	63.600000
4363.222014	177.794201	63.616667
4363.222014	177.794201	63.633333
4363.060552	177.445566	63.650000
4363.060552	177.445566	63.666667
4363.222389	177.419843	63.683333
4362.898715	177.471289	63.700000
4363.222389	177.419843	63.716667
4363.222014	177.794201	63.733333
4363.060552	177.445566	63.750000
4363.222389	177.419843	63.766667
4363.222389	177.419843	63.783333
4363.060552	177.445566	63.800000
4363.060552	177.445566	63.816667
4363.222014	177.794201	63.833333
4362.898715	177.471289	63.850000
4363.383851	177.768480	63.866667
4362.898715	177.471289	63.883333
4363.222389	177.419843	63.900000
4363.060552	177.445566	63.916667
4363.222014	177.794201	63.933333
4363.060552	177.445566	63.950000
4363.222389	177.419843	63.966667
4363.060178	177.819923	63.983333
4363.060552	177.445566	64.000000
4363.060178	177.819923	64.016667
4363.060178	177.819923	64.033333
4363.383851	177.768480	64.050000
4363.060926	177.071277	64.066667
4363.060178	177.819923	64.083333
4363.060552	177.445566	64.100000
4363.060552	177.445566	64.116667
4363.060552	177.445566	64.133333
4363.222389	177.419843	64.150000
4363.222763	177.045552	64.166667
4362.898715	177.471289	64.183333
4363.222389	177.419843	64.200000
4363.060552	177.445566	64.216667
4362.898715	177.471289	64.233333
4363.060552	177.445566	64.250000
4363.384226	177.394120	64.266667
4362.898341	177.845645	64.283333
4363.222389	177.419843	64.300000
4363.060552	177.445566	64.316667
4363.222389	177.419843	64.333333
4363.222389	177.419843	64.350000
4362.898715	177.471289	64.366667
4363.222389	177.419843	64.383333
4362.898715	177.471289	64.400000
4363.222389	177.419843	64.416667
4363.222389	177.419843	64.433333
4363.060926	177.071277	64.450000
4363.384226	177.394120	64.466667
4363.060552	177.445566	64.483333
4363.060552	177.445566	64.500000
4363.060552	177.445566	64.516667
4363.060552	177.445566	64.533333
4363.222389	177.419843	64.550000
4363.060178	177.819923	64.566667
4363.222389	177.419843	64.583333
4363.060926	177.071277	64.600000
4363.060552	177.445566	64.616667
4363.222389	177.419843	64.633333
4363.222763	177.045552	64.650000
4363.222389	177.419843	64.666667
4362.898341	177.845645	64.683333
4363.384226	177.394120	64.700000
4362.898715	177.471289	64.716667
4363.384226	177.394120	64.733333
4362.898715	177.471289	64.750000
4363.222389	177.419843	64.766667
4363.060552	177.445566	64.783333
4363.222389	177.419843	64.800000
4363.060552	177.445566	64.816667
4363.060552	177.445566	64.833333
4363.060178	177.819923	64.850000
4363.222389	177.419843	64.866667
4363.060178	177.819923	64.883333
4363.222389	177.419843	64.900000
4363.060926	177.071277	64.916667
4363.222389	177.419843	64.933333
4363.060178	177.819923	64.950000
4363.222389	177.419843	64.966667
4363.060552	177.445566	64.983333
4363.060552	177.445566	65.000000
4363.384226	177.394120	65.016667
4362.737253	177.122726	65.033333
4363.222014	177.794201	65.050000
4363.222763	177.045552	65.066667
4363.060552	177.445566	65.083333
4362.898715	177.471289	65.100000
4363.384226	177.394120	65.116667
4362.899089	177.097001	65.133333
4363.222389	177.419843	65.150000
4363.222763	177.045552	65.166667
4363.222389	177.419843	65.183333
4362.899089	177.097001	65.200000
4363.222014	177.794201	65.216667
4363.060552	177.445566	65.233333
4363.060552	177.445566	65.250000
4363.384600	177.019828	65.266667
4363.060552	177.445566	65.283333
4363.060552	177.445566	65.300000
4363.222389	177.419843	65.316667
4363.060552	177.445566	65.333333
4362.898715	177.471289	65.350000
4363.384600	177.019828	65.366667
4362.898715	177.471289	65.383333
4363.222389	177.419843	65.400000
4363.060926	177.071277	65.416667
4363.222389	177.419843	65.433333
4363.060926	177.071277	65.450000
4363.060552	177.445566	65.466667
4363.222763	177.045552	65.483333
4363.222389	177.419843	65.500000
4362.898715	177.471289	65.516667
4363.222389	177.419843	65.533333
4363.222763	177.045552	65.550000
4363.222763	177.045552	65.566667
4363.222763	177.045552	65.583333
