Wed Jun 09 19:25:10 2010

Number of Points = 6000
Depth (nm)	Load (µN)	Time (s)
3150.343251	120.366184	14.600000
3153.903060	120.402427	14.616667
3157.300715	120.780503	14.633333
3161.345722	121.051695	14.650000
3165.229205	121.035602	14.666667
3168.788697	121.388867	14.683333
3172.671864	121.689104	14.700000
3176.231669	121.728317	14.716667
3180.114835	122.029894	14.733333
3183.836161	122.359150	14.750000
3187.557487	122.689187	14.766667
3191.440650	122.993126	14.783333
3195.000453	123.034927	14.800000
3198.883615	123.340208	14.816667
3202.766776	123.646279	14.833333
3206.164739	123.716437	14.850000
3210.047581	124.341375	14.866667
3213.769220	124.358907	14.883333
3217.490540	124.694749	14.900000
3221.535535	124.977677	14.916667
3225.257490	124.678409	14.933333
3228.655132	125.069838	14.950000
3232.537969	125.700282	14.966667
3236.097766	125.747658	14.983333
3240.304596	126.007255	15.000000
3243.702235	126.401789	15.016667
3247.585387	126.716626	15.033333
3251.145182	126.766051	15.050000
3255.190491	126.735418	15.066667
3258.749965	127.105793	15.083333
3262.956791	127.369719	15.100000
3266.192588	127.795268	15.116667
3270.075736	128.114386	15.133333
3273.797045	128.461092	15.150000
3277.842350	128.433692	15.166667
3281.239982	128.835322	15.183333
3284.961289	129.184157	15.200000
3289.006271	129.480224	15.216667
3292.566061	129.535253	15.233333
3296.287366	129.886223	15.250000
3300.008993	129.915428	15.266667
3303.892134	130.240982	15.283333
3307.451922	130.297903	15.300000
3311.334739	130.947984	15.316667
3315.217878	131.275918	15.333333
3319.101340	131.281013	15.350000
3322.499288	131.366739	15.366667
3326.382101	132.020616	15.383333
3330.103723	132.053971	15.400000
3333.825021	132.412142	15.416667
3337.708156	132.744376	15.433333
3341.429777	132.779251	15.450000
3344.989234	133.166282	15.466667
3348.872692	133.175396	15.483333
3352.755499	133.835850	15.500000
3356.477118	133.872805	15.516667
3360.198736	133.910158	15.533333
3363.596679	134.001308	15.550000
3367.641320	134.638565	15.566667
3371.362610	135.003954	15.583333
3375.245738	135.343449	15.600000
3378.967353	135.383446	15.616667
3382.527131	135.450521	15.633333
3386.248419	135.818616	15.650000
3390.131544	136.160831	15.666667
3393.853158	136.202749	15.683333
3397.574443	136.572993	15.700000
3401.133890	136.970689	15.716667
3405.178850	137.289206	15.733333
3408.738624	137.359863	15.750000
3412.459907	137.733047	15.766667
3416.504864	138.053741	15.783333
3420.064637	138.125914	15.800000
3423.785917	138.501253	15.816667
3427.669364	138.521115	15.833333
3431.228806	138.924442	15.850000
3435.111922	139.275310	15.866667
3438.995367	139.296715	15.883333
3442.393299	139.398374	15.900000
3446.437590	140.385950	15.916667
3450.159527	140.104779	15.933333
3453.557126	140.538994	15.950000
3457.763914	140.840997	15.966667
3461.161511	141.276790	15.983333
3465.206791	141.275256	16.000000
3468.766225	141.685808	16.016667
3472.649334	142.043985	16.033333
3476.209099	142.123748	16.050000
3480.092539	142.150755	16.066667
3483.813808	142.537445	16.083333
3487.535077	142.924931	16.100000
3491.256344	143.313215	16.116667
3495.139449	143.675738	16.133333
3498.861048	143.731993	16.150000
3502.744485	143.762098	16.166667
3506.142409	143.872254	16.183333
3509.863339	144.598019	16.200000
3514.070449	144.576593	16.216667
3517.468371	144.688264	16.233333
3521.351471	145.055479	16.250000
3525.072732	145.450028	16.266667
3528.955831	145.818855	16.283333
3532.353415	146.268040	16.300000
3536.560858	145.914154	16.316667
3540.282117	146.311446	16.333333
3543.841873	146.400036	16.350000
3547.563130	146.798691	16.366667
3551.284387	147.198146	16.383333
3555.005305	147.935103	16.400000
3558.726897	147.999457	16.416667
3562.771826	148.348345	16.433333
3566.331916	148.102895	16.450000
3570.214669	148.816914	16.466667
3573.774759	148.572033	16.483333
3577.496011	148.976402	16.500000
3581.379099	149.355109	16.516667
3585.100349	149.761086	16.533333
3588.821936	149.829342	16.550000
3592.543524	149.898002	16.566667
3596.264433	150.644844	16.583333
3600.471192	150.974468	16.600000
3604.030940	151.071290	16.616667
3607.752525	151.142074	16.633333
3610.826760	151.318999	16.650000
3615.195354	151.624742	16.666667
3619.078435	152.010601	16.683333
3622.638181	152.109763	16.700000
3626.359423	152.523421	16.716667
3630.081005	152.597136	16.733333
3633.802246	153.012170	16.750000
3637.523827	153.086863	16.766667
3641.245408	153.161962	16.783333
3644.966647	153.578946	16.800000
3648.849723	153.970341	16.816667
3652.732797	154.362551	16.833333
3656.130701	154.492551	16.850000
3660.175954	154.517418	16.866667
3663.735352	154.964349	16.883333
3667.618767	155.016589	16.900000
3671.501838	155.412154	16.916667
3674.737559	155.913992	16.933333
3678.782466	156.284809	16.950000
3682.341860	156.735518	16.966667
3686.710785	156.711427	16.983333
3690.108684	156.845862	17.000000
3693.992095	156.901656	17.016667
3697.551487	157.354889	17.033333
3701.110877	157.808920	17.050000
3705.156124	157.839948	17.066667
3709.039534	157.897728	17.083333
3712.437085	158.380040	17.100000
3716.319802	159.129623	17.116667
3720.203210	159.189143	17.133333
3723.762942	159.301701	17.150000
3727.646003	159.708054	17.166667
3731.529409	159.768982	17.183333
3734.927302	159.909227	17.200000
3738.810361	160.317553	17.216667
3742.369744	160.779280	17.233333
3746.414638	161.162949	17.250000
3750.136204	161.252733	17.266667
3753.695933	161.369205	17.283333
3757.740825	161.754866	17.300000
3760.976878	161.924864	17.316667
3765.345095	162.607473	17.333333
3768.905170	162.377829	17.350000
3772.464547	162.845084	17.366667
3776.347599	163.260634	17.383333
3780.230998	163.328122	17.400000
3783.790373	163.797570	17.416667
3787.673423	164.215339	17.433333
3791.395333	163.961196	17.450000
3795.116893	164.056749	17.466667
3798.676266	164.528730	17.483333
3802.397475	164.975288	17.500000
3806.280521	165.396439	17.516667
3810.163916	165.467923	17.533333
3813.723286	165.942909	17.550000
3817.768869	165.638357	17.566667
3821.490075	166.088294	17.583333
3825.049443	166.565247	17.600000
3828.932484	166.990612	17.616667
3832.492202	167.117488	17.633333
3836.374890	167.896187	17.650000
3840.096796	167.645932	17.666667
3843.817998	168.100288	17.683333
3847.539199	168.555460	17.700000
3851.422589	168.632539	17.716667
3855.305978	168.710038	17.733333
3858.865339	169.193360	17.750000
3862.586891	169.298022	17.766667
3866.469925	169.730418	17.783333
3870.029638	169.862231	17.800000
3873.912671	170.296033	17.816667
3877.634221	170.402690	17.833333
3881.517252	170.837904	17.850000
3885.238446	171.300079	17.866667
3888.798511	171.079763	17.883333
3892.519349	171.898018	17.900000
3896.079413	171.678286	17.916667
3900.285761	172.419987	17.933333
3903.845825	172.200845	17.950000
3907.404821	173.048824	17.966667
3911.450041	173.107841	17.983333
3914.847910	173.271695	18.000000
3919.054609	173.661762	18.016667
3922.776153	173.774415	18.033333
3926.174021	173.939664	18.050000
3930.218881	174.357843	18.066667
3933.778228	174.855103	18.083333
3937.823444	174.917599	18.100000
3941.544985	175.032671	18.116667
3945.104688	175.174229	18.133333
3948.825870	175.647982	18.150000
3952.708889	176.096496	18.166667
3956.430427	176.213571	18.183333
3960.151966	176.331062	18.200000
3963.549829	176.501070	18.216667
3967.594324	177.285024	18.233333
3971.315501	177.763237	18.250000
3975.361071	177.471528	18.266667
3978.758933	177.643514	18.283333
3982.804143	177.711788	18.300000
3986.201284	178.604279	18.316667
3990.246492	178.673745	18.333333
3993.805829	179.181972	18.350000
3997.689199	179.278474	18.366667
4001.248895	179.427415	18.383333
4005.131904	179.885617	18.400000
4009.015273	179.983557	18.416667
4012.736805	180.107918	18.433333
4016.134300	180.646113	18.450000
4020.017306	181.107155	18.466667
4024.062510	181.181143	18.483333
4027.298166	181.747528	18.500000
4031.343369	181.822536	18.516667
4035.388209	182.260463	18.533333
4038.624226	182.466334	18.550000
4042.669428	182.542796	18.566667
4046.390955	182.671608	18.583333
4049.950281	183.190021	18.600000
4053.833644	183.293888	18.616667
4057.554443	184.151465	18.633333
4061.438168	183.892652	18.650000
4064.997492	184.413883	18.666667
4068.880853	184.519791	18.683333
4072.602377	184.652054	18.700000
4076.485007	185.488120	18.716667
4080.044693	185.647485	18.733333
4083.928052	185.755434	18.750000
4087.649573	185.889723	18.766667
4091.533297	185.633157	18.783333
4094.930778	186.185467	18.800000
4098.975241	187.000830	18.816667
4102.858598	187.111252	18.833333
4106.418646	186.907702	18.850000
4110.140165	187.044691	18.866667
4113.537276	187.966976	18.883333
4117.743938	188.394334	18.900000
4121.465455	188.533101	18.916667
4125.186972	188.672291	18.933333
4128.746651	188.837769	18.950000
4132.791473	189.293651	18.966667
4136.351519	189.092393	18.983333
4140.072298	189.969171	19.000000
4143.631976	190.136661	19.016667
4147.514590	190.989728	19.033333
4151.236471	190.763926	19.050000
4155.281658	190.855333	19.066667
4159.003170	190.998844	19.083333
4162.562476	191.537748	19.100000
4166.445825	191.656448	19.116667
4170.005129	192.196770	19.133333
4173.726639	192.342311	19.150000
4177.447779	192.858235	19.166667
4181.169659	192.634665	19.183333
4185.051894	193.866780	19.200000
4189.259654	193.195986	19.216667
4192.657488	193.395424	19.233333
4196.054951	193.966150	19.250000
4200.099760	194.434547	19.266667
4203.983104	194.558218	19.283333
4207.380564	195.131185	19.300000
4211.587580	195.204335	19.316667
4215.147248	195.381010	19.333333
4218.868381	195.904448	19.350000
4222.589885	196.056370	19.366667
4226.473225	196.182961	19.383333
4229.871055	196.387245	19.400000
4234.077695	196.836057	19.416667
4237.475523	197.041349	19.433333
4241.197025	197.195570	19.450000
4244.917779	198.097171	19.466667
4248.962953	198.201125	19.483333
4253.008127	198.305520	19.500000
4256.406327	198.139221	19.516667
4259.965615	198.695669	19.533333
4263.686740	199.227229	19.550000
4267.569700	199.733917	19.566667
4271.291198	199.892240	19.583333
4275.174531	200.025288	19.600000
4278.895653	200.559729	19.616667
4282.778986	200.693815	19.633333
4286.500481	200.854025	19.650000
4290.060140	201.040348	19.666667
4293.781635	201.201409	19.683333
4297.502753	201.739083	19.700000
4301.547544	202.226253	19.716667
4305.269037	202.388947	19.733333
4308.505019	202.629062	19.750000
4312.550185	202.741280	19.766667
4316.433137	203.256781	19.783333
4320.154628	203.421359	19.800000
4323.876119	203.586366	19.816667
4327.597609	203.751801	19.833333
4331.318721	204.295602	19.850000
4335.040211	204.462067	19.866667
4339.084995	204.956049	19.883333
4342.483188	204.796283	19.900000
4346.527971	205.291482	19.916667
4350.087243	205.864395	19.933333
4353.808730	206.033352	19.950000
4357.530596	205.823461	19.966667
4361.251703	206.372556	19.983333
4364.328118	204.368538	20.000000

4364.005203	203.661422	20.016667
4363.844882	202.171181	20.033333
4363.360129	201.490534	20.050000
4363.198671	201.137507	20.066667
4363.522723	200.707670	20.083333
4363.361643	199.976332	20.100000
4363.200185	199.623584	20.116667
4363.200563	199.245274	20.133333
4363.200563	199.245274	20.150000
4363.200942	198.867031	20.166667
4363.363157	198.463221	20.183333
4363.201320	198.488857	20.200000
4363.201698	198.110751	20.216667
4363.201698	198.110751	20.233333
4363.201698	198.110751	20.250000
4363.202454	197.354743	20.266667
4363.040617	197.380385	20.283333
4363.039861	198.136389	20.300000
4363.363913	197.707073	20.316667
4363.364291	197.329102	20.333333
4362.879158	197.028128	20.350000
4363.364291	197.329102	20.366667
4363.040995	197.002485	20.383333
4363.203210	196.599008	20.400000
4363.202832	196.976842	20.416667
4363.040995	197.002485	20.433333
4363.202832	196.976842	20.450000
4363.203587	196.221243	20.466667
4363.041373	196.624653	20.483333
4363.203587	196.221243	20.500000
4363.041751	196.246889	20.516667
4363.365424	196.195597	20.533333
4363.041751	196.246889	20.550000
4363.203965	195.843546	20.566667
4363.041751	196.246889	20.583333
4363.041751	196.246889	20.600000
4363.203965	195.843546	20.616667
4363.365424	196.195597	20.633333
4363.042128	195.869193	20.650000
4363.042506	195.491566	20.666667
4363.203965	195.843546	20.683333
4363.204343	195.465916	20.700000
4363.203965	195.843546	20.716667
4363.042506	195.491566	20.733333
4363.042506	195.491566	20.750000
4363.366179	195.440267	20.766667
4363.042884	195.114006	20.783333
4363.042884	195.114006	20.800000
4363.528016	195.414618	20.816667
4362.881047	195.139657	20.833333
4363.366557	195.062705	20.850000
4362.881047	195.139657	20.866667
4363.366557	195.062705	20.883333
4363.204720	195.088355	20.900000
4363.366935	194.685210	20.916667
4362.881424	194.762167	20.933333
4363.043261	194.736515	20.950000
4363.043261	194.736515	20.966667
4363.205098	194.710863	20.983333
4363.205475	194.333438	21.000000
4363.205098	194.710863	21.016667
4363.043261	194.736515	21.033333
4363.205098	194.710863	21.050000
4363.205475	194.333438	21.066667
4363.043638	194.359092	21.083333
4363.043261	194.736515	21.100000
4363.366935	194.685210	21.116667
4363.205098	194.710863	21.133333
4363.043638	194.359092	21.150000
4363.205475	194.333438	21.166667
4362.881802	194.384745	21.183333
4363.367689	193.930426	21.200000
4363.205853	193.956081	21.216667
4363.044016	193.981736	21.233333
4362.881802	194.384745	21.250000
4363.205475	194.333438	21.266667
4363.043638	194.359092	21.283333
4363.206230	193.578793	21.300000
4363.205853	193.956081	21.316667
4363.044016	193.981736	21.333333
4363.206230	193.578793	21.350000
4363.044016	193.981736	21.366667
4363.044016	193.981736	21.383333
4363.044016	193.981736	21.400000
4363.205853	193.956081	21.416667
4363.044016	193.981736	21.433333
4363.205853	193.956081	21.450000
4363.044393	193.604450	21.466667
4363.368067	193.553136	21.483333
4362.882556	193.630106	21.500000
4363.206607	193.201572	21.516667
4363.206230	193.578793	21.533333
4363.206230	193.578793	21.550000
4362.882933	193.252889	21.566667
4363.206230	193.578793	21.583333
4363.206607	193.201572	21.600000
4363.206230	193.578793	21.616667
4363.044770	193.227231	21.633333
4363.368444	193.175914	21.650000
4362.883311	192.875740	21.666667
4363.044770	193.227231	21.683333
4363.044770	193.227231	21.700000
4363.206230	193.578793	21.716667
4363.368444	193.175914	21.733333
4362.882933	193.252889	21.750000
4363.206607	193.201572	21.766667
4363.206607	193.201572	21.783333
4363.045147	192.850080	21.800000
4363.044770	193.227231	21.816667
4363.206607	193.201572	21.833333
4363.206607	193.201572	21.850000
4363.206984	192.824420	21.866667
4362.883311	192.875740	21.883333
4363.206984	192.824420	21.900000
4363.206984	192.824420	21.916667
4363.206984	192.824420	21.933333
4363.045147	192.850080	21.950000
4363.206984	192.824420	21.966667
4363.045147	192.850080	21.983333
4363.206984	192.824420	22.000000
4363.207361	192.447336	22.016667
4363.207361	192.447336	22.033333
4363.045525	192.472998	22.050000
4363.207361	192.447336	22.066667
4363.045902	192.095983	22.083333
4363.045525	192.472998	22.100000
4363.045525	192.472998	22.116667
4363.045147	192.850080	22.133333
4363.206984	192.824420	22.150000
4363.207361	192.447336	22.166667
4363.045525	192.472998	22.183333
4363.045902	192.095983	22.200000
4363.207361	192.447336	22.216667
4363.045902	192.095983	22.233333
4363.207361	192.447336	22.250000
4363.045902	192.095983	22.266667
4363.045525	192.472998	22.283333
4363.207361	192.447336	22.300000
4363.045525	192.472998	22.316667
4363.207738	192.070320	22.333333
4363.045525	192.472998	22.350000
4363.207738	192.070320	22.366667
4363.207738	192.070320	22.383333
4363.045902	192.095983	22.400000
4363.207738	192.070320	22.416667
4363.369575	192.044657	22.433333
4363.045902	192.095983	22.450000
4362.884065	192.121646	22.466667
4363.369575	192.044657	22.483333
4363.046278	191.719037	22.500000
4363.046278	191.719037	22.516667
4363.208115	191.693372	22.533333
4363.046278	191.719037	22.550000
4362.884065	192.121646	22.566667
4363.369952	191.667708	22.583333
4363.208492	191.316493	22.600000
4363.208115	191.693372	22.616667
4362.884442	191.744702	22.633333
4363.369952	191.667708	22.650000
4362.884442	191.744702	22.666667
4363.208115	191.693372	22.683333
4363.208115	191.693372	22.700000
4363.046278	191.719037	22.716667
4363.046278	191.719037	22.733333
4363.207738	192.070320	22.750000
4363.208492	191.316493	22.766667
4362.884819	191.367825	22.783333
4363.208492	191.316493	22.800000
4363.046655	191.342159	22.816667
4363.208115	191.693372	22.833333
4363.046278	191.719037	22.850000
4363.046655	191.342159	22.866667
4363.046655	191.342159	22.883333
4363.370329	191.290827	22.900000
4362.884819	191.367825	22.916667
4363.370329	191.290827	22.933333
4363.046655	191.342159	22.950000
4363.208492	191.316493	22.966667
4363.046655	191.342159	22.983333
4363.208492	191.316493	23.000000
4363.208492	191.316493	23.016667
4363.208492	191.316493	23.033333
4363.046655	191.342159	23.050000
4363.046655	191.342159	23.066667
4363.370706	190.914014	23.083333
4363.047032	190.965349	23.100000
4363.208492	191.316493	23.116667
4363.208492	191.316493	23.133333
4363.047032	190.965349	23.150000
4363.208492	191.316493	23.166667
4363.208869	190.939681	23.183333
4362.884819	191.367825	23.200000
4363.532166	191.265161	23.216667
4363.047032	190.965349	23.233333
4363.047032	190.965349	23.250000
4363.047032	190.965349	23.266667
4363.208869	190.939681	23.283333
4363.047032	190.965349	23.300000
4363.208869	190.939681	23.316667
4363.047032	190.965349	23.333333
4363.047032	190.965349	23.350000
4363.208869	190.939681	23.366667
4363.047032	190.965349	23.383333
4363.208869	190.939681	23.400000
4363.047032	190.965349	23.416667
4363.208869	190.939681	23.433333
4363.047409	190.588607	23.450000
4363.208869	190.939681	23.466667
4363.047032	190.965349	23.483333
4363.370706	190.914014	23.500000
4362.885572	190.614276	23.516667
4363.208869	190.939681	23.533333
4363.047032	190.965349	23.550000
4363.047032	190.965349	23.566667
4363.047409	190.588607	23.583333
4363.371082	190.537269	23.600000
4363.209622	190.186263	23.616667
4363.047409	190.588607	23.633333
4363.047409	190.588607	23.650000
4363.209246	190.562938	23.666667
4362.885572	190.614276	23.683333
4363.208869	190.939681	23.700000
